Log of Mask Areas for Each Frame
--------------------------------------------------
Frame 0, Class: erc_90, Conf: 0.98, Mask Area: 46240 pixels^2
Frame 331, Class: erc_75, Conf: 0.98, Mask Area: 43492 pixels^2
Frame 332, Class: erc_75, Conf: 0.98, Mask Area: 43545 pixels^2
Frame 333, Class: erc_75, Conf: 0.98, Mask Area: 43835 pixels^2
Frame 334, Class: erc_75, Conf: 0.98, Mask Area: 43627 pixels^2
Frame 335, Class: erc_75, Conf: 0.99, Mask Area: 43428 pixels^2
Frame 336, Class: erc_75, Conf: 0.99, Mask Area: 43550 pixels^2
Frame 337, Class: erc_75, Conf: 0.99, Mask Area: 43411 pixels^2
Frame 338, Class: erc_75, Conf: 0.99, Mask Area: 43412 pixels^2
Frame 339, Class: erc_75, Conf: 0.98, Mask Area: 43070 pixels^2
Frame 340, Class: erc_75, Conf: 0.98, Mask Area: 43497 pixels^2
Frame 341, Class: erc_75, Conf: 0.99, Mask Area: 42541 pixels^2
Frame 342, Class: erc_75, Conf: 0.99, Mask Area: 42983 pixels^2
Frame 343, Class: erc_75, Conf: 0.98, Mask Area: 42636 pixels^2
Frame 344, Class: erc_75, Conf: 0.98, Mask Area: 42948 pixels^2
Frame 345, Class: erc_75, Conf: 0.98, Mask Area: 42368 pixels^2
Frame 346, Class: erc_75, Conf: 0.98, Mask Area: 42837 pixels^2
Frame 347, Class: erc_75, Conf: 0.98, Mask Area: 41715 pixels^2
Frame 348, Class: erc_75, Conf: 0.99, Mask Area: 40461 pixels^2
Frame 349, Class: erc_75, Conf: 0.97, Mask Area: 39667 pixels^2
Frame 350, Class: erc_75, Conf: 0.97, Mask Area: 38215 pixels^2
Frame 351, Class: erc_75, Conf: 0.98, Mask Area: 37252 pixels^2
Frame 352, Class: erc_75, Conf: 0.97, Mask Area: 36017 pixels^2
Frame 353, Class: erc_75, Conf: 0.97, Mask Area: 33777 pixels^2
Frame 354, Class: erc_75, Conf: 0.84, Mask Area: 31598 pixels^2
Frame 355, Class: erc_75, Conf: 0.94, Mask Area: 29562 pixels^2
Frame 356, Class: erc_75, Conf: 0.78, Mask Area: 27859 pixels^2
Frame 357, Class: erc_75, Conf: 0.87, Mask Area: 25279 pixels^2
Frame 358, Class: erc_75, Conf: 0.71, Mask Area: 22348 pixels^2
Frame 359, Class: erc_75, Conf: 0.26, Mask Area: 20558 pixels^2
Frame 360, Class: erc_75, Conf: 0.83, Mask Area: 17788 pixels^2
Frame 363, Class: erc_75, Conf: 0.32, Mask Area: 11615 pixels^2
Frame 364, Class: erc_75, Conf: 0.53, Mask Area: 10221 pixels^2
Frame 366, Class: erc_75, Conf: 0.49, Mask Area: 6940 pixels^2
Frame 368, Class: erc_90, Conf: 0.36, Mask Area: 4042 pixels^2
Frame 467, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.36, Mask Area: 3142 pixels^2
Frame 468, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.39, Mask Area: 4528 pixels^2
Frame 469, Class: erc_90, Conf: 0.51, Mask Area: 5569 pixels^2
Frame 470, Class: erc_90, Conf: 0.50, Mask Area: 6443 pixels^2
Frame 471, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.40, Mask Area: 8111 pixels^2
Frame 472, Class: erc_90, Conf: 0.67, Mask Area: 9644 pixels^2
Frame 473, Class: erc_90, Conf: 0.64, Mask Area: 11520 pixels^2
Frame 474, Class: erc_90, Conf: 0.78, Mask Area: 13562 pixels^2
Frame 475, Class: erc_90, Conf: 0.73, Mask Area: 15857 pixels^2
Frame 476, Class: erc_90, Conf: 0.82, Mask Area: 16388 pixels^2
Frame 477, Class: erc_90, Conf: 0.68, Mask Area: 18327 pixels^2
Frame 478, Class: erc_90, Conf: 0.70, Mask Area: 19794 pixels^2
Frame 479, Class: erc_90, Conf: 0.42, Mask Area: 21513 pixels^2
Frame 480, Class: erc_90, Conf: 0.85, Mask Area: 23326 pixels^2
Frame 481, Class: erc_90, Conf: 0.37, Mask Area: 24972 pixels^2
Frame 483, Class: erc_90, Conf: 0.81, Mask Area: 28870 pixels^2
Frame 484, Class: erc_90, Conf: 0.70, Mask Area: 29145 pixels^2
Frame 485, Class: erc_90, Conf: 0.50, Mask Area: 31367 pixels^2
Frame 485, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.46, Mask Area: 31314 pixels^2
Frame 486, Class: erc_90, Conf: 0.65, Mask Area: 31405 pixels^2
Frame 487, Class: erc_90, Conf: 0.89, Mask Area: 33750 pixels^2
Frame 488, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.33, Mask Area: 35498 pixels^2
Frame 488, Class: erc_50, Conf: 0.30, Mask Area: 35525 pixels^2
Frame 488, Class: erc_90, Conf: 0.29, Mask Area: 35260 pixels^2
Frame 489, Class: erc_50, Conf: 0.79, Mask Area: 36414 pixels^2
Frame 489, Class: erc_90, Conf: 0.29, Mask Area: 36406 pixels^2
Frame 490, Class: erc_50, Conf: 0.89, Mask Area: 37719 pixels^2
Frame 491, Class: erc_90, Conf: 0.69, Mask Area: 39096 pixels^2
Frame 491, Class: erc_50, Conf: 0.46, Mask Area: 39388 pixels^2
Frame 492, Class: erc_50, Conf: 0.68, Mask Area: 40216 pixels^2
Frame 493, Class: erc_50, Conf: 0.74, Mask Area: 40713 pixels^2
Frame 493, Class: erc_90, Conf: 0.26, Mask Area: 39902 pixels^2
Frame 494, Class: erc_50, Conf: 0.92, Mask Area: 38710 pixels^2
Frame 495, Class: erc_50, Conf: 0.92, Mask Area: 38515 pixels^2
Frame 496, Class: erc_50, Conf: 0.93, Mask Area: 38327 pixels^2
Frame 497, Class: erc_50, Conf: 0.98, Mask Area: 39952 pixels^2
Frame 498, Class: erc_50, Conf: 0.98, Mask Area: 38961 pixels^2
Frame 499, Class: erc_50, Conf: 0.95, Mask Area: 39033 pixels^2
Frame 500, Class: erc_50, Conf: 0.95, Mask Area: 38857 pixels^2
Frame 501, Class: erc_50, Conf: 0.98, Mask Area: 38331 pixels^2
Frame 502, Class: erc_50, Conf: 0.98, Mask Area: 38826 pixels^2
Frame 503, Class: erc_50, Conf: 0.99, Mask Area: 38749 pixels^2
Frame 504, Class: erc_50, Conf: 0.98, Mask Area: 38925 pixels^2
Frame 505, Class: erc_50, Conf: 0.98, Mask Area: 38936 pixels^2
Frame 506, Class: erc_50, Conf: 0.98, Mask Area: 38519 pixels^2
Frame 507, Class: erc_50, Conf: 0.98, Mask Area: 38637 pixels^2
Frame 508, Class: erc_50, Conf: 0.98, Mask Area: 38752 pixels^2
Frame 509, Class: erc_50, Conf: 0.98, Mask Area: 38555 pixels^2
Frame 510, Class: erc_50, Conf: 0.98, Mask Area: 39031 pixels^2
Frame 511, Class: erc_50, Conf: 0.98, Mask Area: 38439 pixels^2
Frame 512, Class: erc_50, Conf: 0.98, Mask Area: 38503 pixels^2
Frame 513, Class: erc_50, Conf: 0.98, Mask Area: 39070 pixels^2
Frame 514, Class: erc_50, Conf: 0.98, Mask Area: 38983 pixels^2
Frame 515, Class: erc_50, Conf: 0.98, Mask Area: 39053 pixels^2
Frame 516, Class: erc_50, Conf: 0.98, Mask Area: 38680 pixels^2
Frame 517, Class: erc_50, Conf: 0.98, Mask Area: 38771 pixels^2
Frame 518, Class: erc_50, Conf: 0.98, Mask Area: 38843 pixels^2
Frame 519, Class: erc_50, Conf: 0.98, Mask Area: 38822 pixels^2
Frame 520, Class: erc_50, Conf: 0.98, Mask Area: 38850 pixels^2
Frame 521, Class: erc_50, Conf: 0.98, Mask Area: 39235 pixels^2
Frame 522, Class: erc_50, Conf: 0.98, Mask Area: 39234 pixels^2
Frame 523, Class: erc_50, Conf: 0.98, Mask Area: 38787 pixels^2
Frame 524, Class: erc_50, Conf: 0.98, Mask Area: 39005 pixels^2
Frame 525, Class: erc_50, Conf: 0.98, Mask Area: 38928 pixels^2
Frame 526, Class: erc_50, Conf: 0.98, Mask Area: 39003 pixels^2
Frame 527, Class: erc_50, Conf: 0.98, Mask Area: 38992 pixels^2
Frame 528, Class: erc_50, Conf: 0.98, Mask Area: 38619 pixels^2
Frame 529, Class: erc_50, Conf: 0.98, Mask Area: 38590 pixels^2
Frame 530, Class: erc_50, Conf: 0.98, Mask Area: 38579 pixels^2
Frame 531, Class: erc_50, Conf: 0.98, Mask Area: 38555 pixels^2
Frame 532, Class: erc_50, Conf: 0.98, Mask Area: 38464 pixels^2
Frame 533, Class: erc_50, Conf: 0.98, Mask Area: 38595 pixels^2
Frame 534, Class: erc_50, Conf: 0.98, Mask Area: 38668 pixels^2
Frame 535, Class: erc_50, Conf: 0.98, Mask Area: 38578 pixels^2
Frame 536, Class: erc_50, Conf: 0.98, Mask Area: 38550 pixels^2
Frame 537, Class: erc_50, Conf: 0.98, Mask Area: 38714 pixels^2
Frame 538, Class: erc_50, Conf: 0.98, Mask Area: 38513 pixels^2
Frame 539, Class: erc_50, Conf: 0.98, Mask Area: 38978 pixels^2
Frame 540, Class: erc_50, Conf: 0.98, Mask Area: 38786 pixels^2
Frame 541, Class: erc_50, Conf: 0.98, Mask Area: 38653 pixels^2
Frame 542, Class: erc_50, Conf: 0.98, Mask Area: 38864 pixels^2
Frame 543, Class: erc_50, Conf: 0.98, Mask Area: 39186 pixels^2
Frame 544, Class: erc_50, Conf: 0.98, Mask Area: 38684 pixels^2
Frame 545, Class: erc_50, Conf: 0.98, Mask Area: 38561 pixels^2
Frame 546, Class: erc_50, Conf: 0.98, Mask Area: 38576 pixels^2
Frame 547, Class: erc_50, Conf: 0.98, Mask Area: 38458 pixels^2
Frame 548, Class: erc_50, Conf: 0.98, Mask Area: 38610 pixels^2
Frame 549, Class: erc_50, Conf: 0.98, Mask Area: 38493 pixels^2
Frame 550, Class: erc_50, Conf: 0.98, Mask Area: 38594 pixels^2
Frame 551, Class: erc_50, Conf: 0.98, Mask Area: 39067 pixels^2
Frame 552, Class: erc_50, Conf: 0.98, Mask Area: 38824 pixels^2
Frame 553, Class: erc_50, Conf: 0.98, Mask Area: 38724 pixels^2
Frame 554, Class: erc_50, Conf: 0.98, Mask Area: 38910 pixels^2
Frame 555, Class: erc_50, Conf: 0.98, Mask Area: 38857 pixels^2
Frame 556, Class: erc_50, Conf: 0.98, Mask Area: 38765 pixels^2
Frame 557, Class: erc_50, Conf: 0.98, Mask Area: 38756 pixels^2
Frame 558, Class: erc_50, Conf: 0.98, Mask Area: 38582 pixels^2
Frame 559, Class: erc_50, Conf: 0.98, Mask Area: 38725 pixels^2
Frame 560, Class: erc_50, Conf: 0.98, Mask Area: 38672 pixels^2
Frame 561, Class: erc_50, Conf: 0.98, Mask Area: 38466 pixels^2
Frame 562, Class: erc_50, Conf: 0.98, Mask Area: 38692 pixels^2
Frame 563, Class: erc_50, Conf: 0.98, Mask Area: 38402 pixels^2
Frame 564, Class: erc_50, Conf: 0.98, Mask Area: 38465 pixels^2
Frame 565, Class: erc_50, Conf: 0.98, Mask Area: 38374 pixels^2
Frame 566, Class: erc_50, Conf: 0.98, Mask Area: 38529 pixels^2
Frame 567, Class: erc_50, Conf: 0.98, Mask Area: 38380 pixels^2
Frame 568, Class: erc_50, Conf: 0.98, Mask Area: 38642 pixels^2
Frame 569, Class: erc_50, Conf: 0.98, Mask Area: 38518 pixels^2
Frame 570, Class: erc_50, Conf: 0.98, Mask Area: 38227 pixels^2
Frame 571, Class: erc_50, Conf: 0.98, Mask Area: 38330 pixels^2
Frame 572, Class: erc_50, Conf: 0.98, Mask Area: 38776 pixels^2
Frame 573, Class: erc_50, Conf: 0.98, Mask Area: 38371 pixels^2
Frame 574, Class: erc_50, Conf: 0.99, Mask Area: 38854 pixels^2
Frame 575, Class: erc_50, Conf: 0.99, Mask Area: 39034 pixels^2
Frame 576, Class: erc_50, Conf: 0.99, Mask Area: 38732 pixels^2
Frame 577, Class: erc_50, Conf: 0.98, Mask Area: 38538 pixels^2
Frame 578, Class: erc_50, Conf: 0.98, Mask Area: 38978 pixels^2
Frame 579, Class: erc_50, Conf: 0.98, Mask Area: 39572 pixels^2
Frame 580, Class: erc_50, Conf: 0.98, Mask Area: 39450 pixels^2
Frame 581, Class: erc_50, Conf: 0.99, Mask Area: 39727 pixels^2
Frame 582, Class: erc_50, Conf: 0.98, Mask Area: 39540 pixels^2
Frame 583, Class: erc_50, Conf: 0.98, Mask Area: 39604 pixels^2
Frame 584, Class: erc_50, Conf: 0.99, Mask Area: 39083 pixels^2
Frame 585, Class: erc_50, Conf: 0.98, Mask Area: 38976 pixels^2
Frame 586, Class: erc_50, Conf: 0.98, Mask Area: 37536 pixels^2
Frame 587, Class: erc_50, Conf: 0.98, Mask Area: 38610 pixels^2
Frame 588, Class: erc_50, Conf: 0.96, Mask Area: 38584 pixels^2
Frame 589, Class: erc_50, Conf: 0.88, Mask Area: 38479 pixels^2
Frame 590, Class: erc_50, Conf: 0.85, Mask Area: 37992 pixels^2
Frame 591, Class: erc_50, Conf: 0.81, Mask Area: 36507 pixels^2
Frame 592, Class: erc_50, Conf: 0.89, Mask Area: 34755 pixels^2
Frame 593, Class: erc_50, Conf: 0.70, Mask Area: 32611 pixels^2
Frame 594, Class: erc_50, Conf: 0.83, Mask Area: 29597 pixels^2
Frame 595, Class: erc_50, Conf: 0.52, Mask Area: 25262 pixels^2
Frame 596, Class: erc_50, Conf: 0.68, Mask Area: 21215 pixels^2
Frame 597, Class: erc_90, Conf: 0.41, Mask Area: 17493 pixels^2
Frame 599, Class: erc_90, Conf: 0.35, Mask Area: 10222 pixels^2
Frame 600, Class: erc_90, Conf: 0.52, Mask Area: 6312 pixels^2
Frame 601, Class: erc_90, Conf: 0.29, Mask Area: 3853 pixels^2
Frame 668, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.32, Mask Area: 2858 pixels^2
Frame 669, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.63, Mask Area: 3916 pixels^2
Frame 670, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.79, Mask Area: 5670 pixels^2
Frame 671, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.71, Mask Area: 7676 pixels^2
Frame 672, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.37, Mask Area: 8941 pixels^2
Frame 673, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.48, Mask Area: 9048 pixels^2
Frame 674, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.60, Mask Area: 10324 pixels^2
Frame 675, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.65, Mask Area: 12483 pixels^2
Frame 676, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.74, Mask Area: 14073 pixels^2
Frame 677, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.93, Mask Area: 15948 pixels^2
Frame 678, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.88, Mask Area: 17870 pixels^2
Frame 679, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.88, Mask Area: 19024 pixels^2
Frame 680, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.92, Mask Area: 20581 pixels^2
Frame 681, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.95, Mask Area: 23900 pixels^2
Frame 682, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.93, Mask Area: 25590 pixels^2
Frame 683, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.93, Mask Area: 26424 pixels^2
Frame 684, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.93, Mask Area: 27176 pixels^2
Frame 685, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.95, Mask Area: 28316 pixels^2
Frame 686, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.96, Mask Area: 29518 pixels^2
Frame 687, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 32217 pixels^2
Frame 688, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 32628 pixels^2
Frame 689, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 34515 pixels^2
Frame 690, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 35082 pixels^2
Frame 691, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 37029 pixels^2
Frame 692, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.96, Mask Area: 37990 pixels^2
Frame 693, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 38758 pixels^2
Frame 694, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.96, Mask Area: 40049 pixels^2
Frame 695, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 38579 pixels^2
Frame 696, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.96, Mask Area: 40002 pixels^2
Frame 697, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 37328 pixels^2
Frame 698, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 43106 pixels^2
Frame 699, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37612 pixels^2
Frame 700, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37986 pixels^2
Frame 701, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 37498 pixels^2
Frame 702, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 37775 pixels^2
Frame 703, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 38143 pixels^2
Frame 704, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37495 pixels^2
Frame 705, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37904 pixels^2
Frame 706, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37902 pixels^2
Frame 707, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37950 pixels^2
Frame 708, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 37892 pixels^2
Frame 709, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37860 pixels^2
Frame 710, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37732 pixels^2
Frame 711, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37904 pixels^2
Frame 712, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37609 pixels^2
Frame 713, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37808 pixels^2
Frame 714, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37753 pixels^2
Frame 715, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37795 pixels^2
Frame 716, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37930 pixels^2
Frame 717, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37523 pixels^2
Frame 718, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37611 pixels^2
Frame 719, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37347 pixels^2
Frame 720, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37571 pixels^2
Frame 721, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37567 pixels^2
Frame 722, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37709 pixels^2
Frame 723, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37615 pixels^2
Frame 724, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37567 pixels^2
Frame 725, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37605 pixels^2
Frame 726, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37640 pixels^2
Frame 727, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37616 pixels^2
Frame 728, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37609 pixels^2
Frame 729, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37650 pixels^2
Frame 730, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37707 pixels^2
Frame 731, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37520 pixels^2
Frame 732, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37482 pixels^2
Frame 733, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37468 pixels^2
Frame 734, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37815 pixels^2
Frame 735, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37797 pixels^2
Frame 736, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37658 pixels^2
Frame 737, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37377 pixels^2
Frame 738, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37400 pixels^2
Frame 739, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37477 pixels^2
Frame 740, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37433 pixels^2
Frame 741, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37405 pixels^2
Frame 742, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37469 pixels^2
Frame 743, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37526 pixels^2
Frame 744, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37097 pixels^2
Frame 745, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37139 pixels^2
Frame 746, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37247 pixels^2
Frame 747, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37279 pixels^2
Frame 748, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37224 pixels^2
Frame 749, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37359 pixels^2
Frame 750, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37362 pixels^2
Frame 751, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37396 pixels^2
Frame 752, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37286 pixels^2
Frame 753, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37436 pixels^2
Frame 754, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37583 pixels^2
Frame 755, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37534 pixels^2
Frame 756, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37573 pixels^2
Frame 757, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37695 pixels^2
Frame 758, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37737 pixels^2
Frame 759, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37444 pixels^2
Frame 760, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37685 pixels^2
Frame 761, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37750 pixels^2
Frame 762, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37866 pixels^2
Frame 763, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37794 pixels^2
Frame 764, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37652 pixels^2
Frame 765, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37830 pixels^2
Frame 766, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37613 pixels^2
Frame 767, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37879 pixels^2
Frame 768, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 38019 pixels^2
Frame 769, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 38240 pixels^2
Frame 770, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 38087 pixels^2
Frame 771, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 38182 pixels^2
Frame 772, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 37847 pixels^2
Frame 773, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 41738 pixels^2
Frame 774, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 38107 pixels^2
Frame 775, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.97, Mask Area: 47398 pixels^2
Frame 776, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 38479 pixels^2
Frame 777, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 45223 pixels^2
Frame 778, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 42002 pixels^2
Frame 779, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 41923 pixels^2
Frame 780, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 39825 pixels^2
Frame 781, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 38291 pixels^2
Frame 782, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 36830 pixels^2
Frame 783, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 35967 pixels^2
Frame 784, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.98, Mask Area: 33463 pixels^2
Frame 785, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.99, Mask Area: 30092 pixels^2
Frame 786, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.94, Mask Area: 28785 pixels^2
Frame 787, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.96, Mask Area: 28026 pixels^2
Frame 788, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.93, Mask Area: 25423 pixels^2
Frame 789, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.92, Mask Area: 22247 pixels^2
Frame 790, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.92, Mask Area: 20060 pixels^2
Frame 791, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.93, Mask Area: 17540 pixels^2
Frame 792, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.88, Mask Area: 14739 pixels^2
Frame 793, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.67, Mask Area: 11614 pixels^2
Frame 794, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.71, Mask Area: 9186 pixels^2
Frame 795, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.45, Mask Area: 6945 pixels^2
Frame 796, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.41, Mask Area: 5516 pixels^2
Frame 797, Class: erc_0-erc-75-erc_90-erc-50, Conf: 0.53, Mask Area: 3721 pixels^2
Frame 884, Class: erc_90, Conf: 0.53, Mask Area: 3480 pixels^2
Frame 885, Class: erc_90, Conf: 0.56, Mask Area: 4713 pixels^2
